,dataset,model,layers,mean_accuracy,mean_weights
315,CaFE,WAV2VEC2_LARGE_XLSR,13,79.27350401878357,"[0.04572499 0.04455239 0.04338928 0.04758318 0.05365592 0.06524177
 0.07838695 0.0957554  0.09655165 0.09177494 0.08822743 0.08192367
 0.08335474 0.08387775]"
316,CaFE,WAV2VEC2_LARGE_XLSR,14,75.64102411270142,"[0.04373658 0.04143451 0.04044276 0.04411806 0.05062898 0.05886963
 0.07051531 0.08867452 0.08794899 0.08525558 0.08236208 0.07549287
 0.07629064 0.0783426  0.07588692]"
317,CaFE,WAV2VEC2_LARGE_XLSR,15,75.2136766910553,"[0.04099041 0.03928236 0.03774358 0.04131747 0.04687031 0.05336858
 0.06393459 0.07845172 0.08144463 0.08236123 0.07904185 0.07135865
 0.07043711 0.07172855 0.06982956 0.07183936]"
318,CaFE,WAV2VEC2_LARGE_XLSR,16,73.71794879436493,"[0.03922937 0.03668032 0.03505558 0.03753868 0.04245524 0.04856557
 0.05745762 0.0717908  0.07485635 0.07243034 0.07096444 0.06676926
 0.06632519 0.06544557 0.06588585 0.06857902 0.07997074]"
319,CaFE,WAV2VEC2_LARGE_XLSR,17,78.41880321502686,"[0.03607712 0.0342497  0.03274718 0.03608979 0.03979091 0.04423318
 0.05227659 0.06442095 0.06774987 0.0689626  0.06899542 0.06178159
 0.06051144 0.06018002 0.06246229 0.06527338 0.07312812 0.07106983]"
320,CaFE,WAV2VEC2_LARGE_XLSR,18,77.13675200939178,"[0.03559507 0.03404234 0.03257689 0.03594161 0.0391555  0.04246103
 0.04885419 0.05984414 0.0606733  0.0596125  0.06035464 0.05550547
 0.05578854 0.05531529 0.05753207 0.06178223 0.07074213 0.0702153
 0.06400772]"
321,CaFE,WAV2VEC2_LARGE_XLSR,19,73.07692468166351,"[0.0344144  0.03283266 0.03125599 0.0329895  0.0357841  0.03926913
 0.04619183 0.05748467 0.05694749 0.05621867 0.05783353 0.05174747
 0.05199103 0.05168307 0.05448262 0.05978515 0.06724427 0.06571911
 0.06229484 0.0538305 ]"
322,CaFE,WAV2VEC2_LARGE_XLSR,20,73.07692468166351,"[0.03147546 0.03154677 0.03004582 0.0317395  0.03483649 0.03775444
 0.04347515 0.05282398 0.05295525 0.05177743 0.05442855 0.04915346
 0.05003282 0.04972987 0.05239685 0.0572619  0.06191184 0.06490714
 0.06209693 0.05288248 0.04676784]"
323,CaFE,WAV2VEC2_LARGE_XLSR,21,73.07692468166351,"[0.03073266 0.03017503 0.02926047 0.03067239 0.03279023 0.03610996
 0.04087555 0.04825192 0.04831045 0.04796854 0.05028939 0.04639392
 0.04804068 0.04794904 0.0503772  0.05587365 0.05936764 0.06259301
 0.06306541 0.05364311 0.04539663 0.04186312]"
324,CaFE,WAV2VEC2_LARGE_XLSR,22,37.82051354646683,"[0.04161916 0.04210766 0.0422068  0.0422637  0.04226475 0.04253179
 0.04341279 0.0436527  0.04363943 0.04367747 0.0436611  0.043569
 0.04375291 0.04395549 0.04423835 0.04484051 0.04513163 0.04527516
 0.04541742 0.04542105 0.04534747 0.044796   0.0372177 ]"
325,CaFE,WAV2VEC2_LARGE_XLSR,23,28.418803960084915,"[0.04151867 0.04173239 0.04177579 0.0417964  0.04181628 0.04190363
 0.0421854  0.04227235 0.04228451 0.04228044 0.04227644 0.04223684
 0.04228309 0.04234149 0.04241195 0.04257329 0.04265921 0.04269683
 0.04275698 0.04276127 0.0427447  0.04263441 0.03503592 0.03502166]"
326,CaFE,WAV2VEC2_LARGE_XLSR,24,27.136752754449844,"[0.04030841 0.0403755  0.04038959 0.04039526 0.04040231 0.04043517
 0.04054417 0.04057199 0.04057061 0.04056972 0.04057342 0.04056144
 0.04057638 0.0405988  0.04062467 0.04068609 0.04071895 0.04073001
 0.04076296 0.0407778  0.04078882 0.04076481 0.03576881 0.03575276
 0.03575153]"
327,CaFE,WAV2VEC2_LARGE_XLSR300M,0,38.247863948345184,[array([1.])]
328,CaFE,WAV2VEC2_LARGE_XLSR300M,1,56.83760941028595,[0.20543931 0.7945607 ]
329,CaFE,WAV2VEC2_LARGE_XLSR300M,2,56.83760643005371,[0.14301085 0.32862112 0.52836806]
330,CaFE,WAV2VEC2_LARGE_XLSR300M,3,62.82051205635071,[0.109406   0.18832811 0.35120298 0.35106291]
331,CaFE,WAV2VEC2_LARGE_XLSR300M,4,69.017094373703,[0.09985942 0.12712359 0.22725496 0.27262467 0.27313733]
332,CaFE,WAV2VEC2_LARGE_XLSR300M,5,65.17094075679779,[0.08901697 0.09877123 0.14179917 0.19467223 0.24990423 0.2258362 ]
333,CaFE,WAV2VEC2_LARGE_XLSR300M,6,70.51282227039337,"[0.08128281 0.08176086 0.09719476 0.11512468 0.18659344 0.20608134
 0.23196207]"
334,CaFE,WAV2VEC2_LARGE_XLSR300M,7,73.93162250518799,"[0.0706521  0.07184887 0.07750821 0.08503297 0.14627321 0.18263236
 0.20572875 0.16032354]"
335,CaFE,WAV2VEC2_LARGE_XLSR300M,8,68.80342066287994,"[0.06521593 0.06288859 0.06499118 0.06720559 0.11224573 0.15701644
 0.1790238  0.16102497 0.13038776]"
336,CaFE,WAV2VEC2_LARGE_XLSR300M,9,72.0085471868515,"[0.05998755 0.05616136 0.05662862 0.05817288 0.08813147 0.13057557
 0.15738659 0.14282745 0.11990116 0.13022738]"
337,CaFE,WAV2VEC2_LARGE_XLSR300M,10,71.15384638309479,"[0.05571858 0.05381769 0.05307088 0.05176586 0.07015063 0.11320768
 0.12502703 0.12155557 0.10933174 0.12550895 0.12084541]"
338,CaFE,WAV2VEC2_LARGE_XLSR300M,11,76.28205120563507,"[0.05257344 0.05113419 0.04888834 0.05012522 0.05908524 0.0963361
 0.10694972 0.10203255 0.09959386 0.11341938 0.11564166 0.10422023]"
339,CaFE,WAV2VEC2_LARGE_XLSR300M,12,76.92307829856873,"[0.04883968 0.04690961 0.04584557 0.04699429 0.05366046 0.07747259
 0.08730586 0.08678941 0.08830902 0.10243767 0.10906137 0.10431525
 0.1020592 ]"
340,CaFE,WAV2VEC2_LARGE_XLSR300M,13,80.55555522441864,"[0.04380614 0.04310862 0.04125209 0.04266963 0.04746228 0.06496233
 0.07467682 0.07278679 0.07957177 0.09330272 0.10295714 0.1036719
 0.1017183  0.08805349]"
341,CaFE,WAV2VEC2_LARGE_XLSR300M,14,78.2051295042038,"[0.03863876 0.03989603 0.0378376  0.03941384 0.04351187 0.057036
 0.06383449 0.06100736 0.07205995 0.08614646 0.09571452 0.09511452
 0.09628417 0.09022448 0.08327997]"
342,CaFE,WAV2VEC2_LARGE_XLSR300M,15,80.12820482254028,"[0.03490252 0.03828906 0.03708691 0.03850943 0.04131328 0.05132052
 0.05704191 0.05349367 0.06654731 0.07854774 0.08680411 0.0866449
 0.08814459 0.08651557 0.08148605 0.07335246]"
343,CaFE,WAV2VEC2_LARGE_XLSR300M,16,80.12820482254028,"[0.0352957  0.03675861 0.03567809 0.03580344 0.03807636 0.0448177
 0.04990146 0.04731574 0.0601358  0.07059143 0.07754615 0.07778016
 0.08228227 0.08150423 0.08088079 0.07153334 0.07409875]"
344,CaFE,WAV2VEC2_LARGE_XLSR300M,17,78.41880321502686,"[0.03320045 0.03549011 0.03438533 0.0345409  0.03560054 0.04125219
 0.04419756 0.04360874 0.05538618 0.06574822 0.07283036 0.07107408
 0.07495759 0.07480688 0.07422706 0.06767813 0.07163711 0.06937857]"
345,CaFE,WAV2VEC2_LARGE_XLSR300M,18,79.27350401878357,"[0.03134191 0.0340072  0.03297829 0.03367329 0.03441713 0.03948999
 0.04050204 0.04062801 0.05048983 0.06019794 0.06487973 0.06427887
 0.06767732 0.06604631 0.06720169 0.06495653 0.06699665 0.06805943
 0.07217786]"
346,CaFE,WAV2VEC2_LARGE_XLSR300M,19,70.51282227039337,"[0.03130541 0.03248307 0.0308641  0.03193999 0.03284944 0.03679354
 0.03656062 0.03865686 0.0470929  0.05554644 0.05826212 0.05901561
 0.06246946 0.06115502 0.06255634 0.06104341 0.06298282 0.06832317
 0.0732117  0.05688798]"
347,CaFE,WAV2VEC2_LARGE_XLSR300M,20,75.42735040187836,"[0.0283349  0.03116513 0.02978298 0.03012405 0.03041558 0.03412191
 0.03345185 0.03633199 0.04445343 0.0543304  0.05694786 0.05514938
 0.05716108 0.05688935 0.05773413 0.05952995 0.06175385 0.06669683
 0.07153736 0.05791179 0.04617623]"
348,CaFE,WAV2VEC2_LARGE_XLSR300M,21,76.92307829856873,"[0.02853113 0.02970227 0.02843043 0.02858228 0.029445   0.03153113
 0.0327412  0.03396701 0.0420236  0.05165345 0.05459852 0.05211644
 0.05376877 0.05296544 0.05428578 0.05680923 0.05799808 0.06403557
 0.06931034 0.05803543 0.04545647 0.04401245]"
349,CaFE,WAV2VEC2_LARGE_XLSR300M,22,80.12820482254028,"[0.02693035 0.0267723  0.02586707 0.02724595 0.0292833  0.03198224
 0.03607522 0.03638813 0.04284959 0.05005281 0.05566303 0.05185682
 0.0544696  0.0510944  0.05277297 0.05334264 0.05433459 0.05767533
 0.06651143 0.05425298 0.04122126 0.04000799 0.03334997]"
350,CaFE,WAV2VEC2_LARGE_XLSR300M,23,78.84615361690521,"[0.02445487 0.02426126 0.02406642 0.02536893 0.02793573 0.0315342
 0.03547127 0.03574706 0.04209772 0.04877875 0.05450219 0.05042278
 0.0518198  0.04941076 0.05035316 0.05192279 0.05235877 0.0582715
 0.06686551 0.05930138 0.04012752 0.03976873 0.02803468 0.02712421]"
351,CaFE,WAV2VEC2_LARGE_XLSR300M,24,71.36752307415009,"[0.02258956 0.02336632 0.02318105 0.02419043 0.02722652 0.03194059
 0.03551523 0.0364294  0.04160502 0.04728646 0.05200576 0.04905641
 0.05090651 0.04947906 0.04991124 0.05122018 0.05025371 0.05582064
 0.0641349  0.05970093 0.03950492 0.04177469 0.02528334 0.02367891
 0.02393823]"
352,EMOVO,HUBERT_ASR_LARGE,0,22.70408198237419,[array([1.])]
353,EMOVO,HUBERT_ASR_LARGE,1,26.27550959587097,[0.38961722 0.6103828 ]
354,EMOVO,HUBERT_ASR_LARGE,2,27.040816843509674,[0.26794189 0.32737376 0.40468435]
355,EMOVO,HUBERT_ASR_LARGE,3,27.806121855974197,[0.20157542 0.18978103 0.29372323 0.31492032]
356,EMOVO,HUBERT_ASR_LARGE,4,33.92857164144516,[0.16255274 0.15352995 0.20618939 0.23925689 0.23847097]
357,EMOVO,HUBERT_ASR_LARGE,5,33.92857164144516,[0.13721747 0.12827212 0.15537894 0.19184797 0.19390707 0.19337644]
358,EMOVO,HUBERT_ASR_LARGE,6,33.673469722270966,"[0.11949324 0.11195586 0.12462155 0.16079068 0.16366245 0.1608936
 0.15858259]"
359,EMOVO,HUBERT_ASR_LARGE,7,35.20408272743225,"[0.10371808 0.09779755 0.10558915 0.13473327 0.1413624  0.13907029
 0.14214025 0.13558904]"
360,EMOVO,HUBERT_ASR_LARGE,8,38.77551108598709,"[0.09257753 0.08786914 0.09193944 0.120424   0.12505808 0.12262462
 0.12449651 0.12092026 0.11409042]"
361,EMOVO,HUBERT_ASR_LARGE,9,40.816326439380646,"[0.08441581 0.07941225 0.08280632 0.10675875 0.11065402 0.11037818
 0.11221314 0.10994701 0.10754828 0.09586624]"
362,EMOVO,HUBERT_ASR_LARGE,10,35.71428507566452,"[0.07715731 0.07271004 0.07542812 0.09558746 0.10024808 0.09922871
 0.10105757 0.10088423 0.09915166 0.09034473 0.08820203]"
363,EMOVO,HUBERT_ASR_LARGE,11,43.6224490404129,"[0.07113448 0.06684717 0.06935216 0.0889186  0.09150425 0.09034634
 0.09174068 0.0915863  0.08896718 0.08410215 0.0856911  0.07980962]"
364,EMOVO,HUBERT_ASR_LARGE,12,37.244898080825806,"[0.06589491 0.06289177 0.06547034 0.08091005 0.08415967 0.08382792
 0.08487168 0.08422484 0.08261699 0.07718607 0.07838425 0.07560685
 0.07395469]"
365,EMOVO,HUBERT_ASR_LARGE,13,49.23469424247742,"[0.06061507 0.05764574 0.06038347 0.07400123 0.07762423 0.078199
 0.07938125 0.07863605 0.07616713 0.0722105  0.0752351  0.07212318
 0.07182928 0.06594881]"
366,EMOVO,HUBERT_ASR_LARGE,14,46.683673560619354,"[0.05736679 0.05473555 0.05700929 0.0707906  0.07275173 0.0729095
 0.07358074 0.07361767 0.071528   0.06796895 0.06998041 0.06743692
 0.06840799 0.06257903 0.05933685]"
367,EMOVO,HUBERT_ASR_LARGE,15,45.91836780309677,"[0.05363057 0.051292   0.05476449 0.06590725 0.06756813 0.06870333
 0.06923931 0.068946   0.06718944 0.06505188 0.06636643 0.06440127
 0.06465724 0.05969039 0.05662463 0.0559676 ]"
368,EMOVO,HUBERT_ASR_LARGE,16,50.7653072476387,"[0.04960992 0.04794545 0.05215091 0.06219107 0.06347094 0.06519938
 0.06667085 0.06674987 0.06485185 0.06323121 0.06310372 0.06091715
 0.06112178 0.05656072 0.05277185 0.05192932 0.05152405]"
369,EMOVO,HUBERT_ASR_LARGE,17,46.683673560619354,"[0.04777129 0.04645864 0.05107815 0.05893739 0.05974962 0.06119837
 0.06201584 0.06206151 0.06058977 0.05874672 0.05978801 0.05758422
 0.05979212 0.05470669 0.0504485  0.04964041 0.04969647 0.04973626]"
370,EMOVO,HUBERT_ASR_LARGE,18,49.744898080825806,"[0.04549648 0.04374468 0.0481216  0.05666326 0.05753188 0.05866183
 0.05939152 0.05921497 0.05788472 0.05601511 0.05627916 0.05493641
 0.05690584 0.05364297 0.04777771 0.0466486  0.04672061 0.04695805
 0.04740462]"
371,EMOVO,HUBERT_ASR_LARGE,19,49.23469424247742,"[0.04358264 0.04222771 0.04712015 0.05315718 0.05414644 0.05514386
 0.05564121 0.05557962 0.05477851 0.05342996 0.05444142 0.05310449
 0.05515133 0.05190492 0.04628571 0.04496639 0.04469937 0.0447211
 0.04500265 0.04491539]"
372,EMOVO,HUBERT_ASR_LARGE,20,43.8775509595871,"[0.04103323 0.04109615 0.04589284 0.05171983 0.05233111 0.05329419
 0.05345324 0.053516   0.05266419 0.05115072 0.05178898 0.05030008
 0.05239153 0.04992796 0.04525357 0.0420808  0.04189998 0.0422382
 0.04286649 0.04260607 0.04249484]"
373,EMOVO,HUBERT_ASR_LARGE,21,48.469386994838715,"[0.03914363 0.03962793 0.04418023 0.04919456 0.04984979 0.05070867
 0.0509971  0.05119325 0.05043747 0.04903099 0.04970359 0.04957492
 0.05085799 0.04860388 0.04455996 0.04030547 0.03965601 0.04007134
 0.04076563 0.04050768 0.04039551 0.04063434]"
374,EMOVO,HUBERT_ASR_LARGE,22,41.83673411607742,"[0.03691249 0.03797521 0.0429501  0.04735299 0.04752879 0.04820755
 0.04850726 0.04837751 0.04828643 0.04727601 0.04831108 0.04770618
 0.0495078  0.04830078 0.04489359 0.03982261 0.03863649 0.03866051
 0.03887802 0.03827364 0.03799045 0.03803142 0.03761312]"
375,EMOVO,HUBERT_ASR_LARGE,23,40.816326439380646,"[0.03569991 0.03714198 0.04101323 0.04430969 0.04464871 0.04528302
 0.04592972 0.04570537 0.04572377 0.04520048 0.0458738  0.04554188
 0.04738254 0.04640556 0.0448287  0.04152833 0.04020625 0.03870185
 0.03811778 0.03709869 0.03655271 0.03661258 0.03531801 0.03517545]"
376,EMOVO,HUBERT_ASR_LARGE,24,42.34693795442581,"[0.03474701 0.03652791 0.03916188 0.04108667 0.04155752 0.04186091
 0.04213354 0.04209906 0.04203089 0.04175722 0.0426154  0.04252848
 0.04368541 0.04235301 0.04188638 0.04173782 0.0413151  0.04102942
 0.04119417 0.03959535 0.03797547 0.03598819 0.03544367 0.03477559
 0.03491392]"
377,EMOVO,HUBERT_BASE,0,16.07142835855484,[array([1.])]
378,EMOVO,HUBERT_BASE,1,22.70408123731613,[0.5867908  0.41320923]
379,EMOVO,HUBERT_BASE,2,19.897959381341934,[0.39492963 0.29769434 0.30737603]
380,EMOVO,HUBERT_BASE,3,25.255101919174194,[0.29141477 0.22459535 0.24185868 0.2421312 ]
381,EMOVO,HUBERT_BASE,4,24.48979541659355,[0.2244673  0.17593034 0.19606575 0.20547564 0.19806097]
382,EMOVO,HUBERT_BASE,5,29.84693795442581,[0.18262234 0.14351824 0.16231564 0.17306471 0.17307901 0.16540005]
383,EMOVO,HUBERT_BASE,6,27.551020681858063,"[0.15761479 0.12210728 0.13708314 0.14539029 0.14848223 0.14656746
 0.14275482]"
384,EMOVO,HUBERT_BASE,7,31.887754797935486,"[0.13692973 0.10427159 0.11872014 0.1261195  0.12991423 0.13069141
 0.13139427 0.12195913]"
385,EMOVO,HUBERT_BASE,8,27.040816843509674,"[0.12146486 0.09217685 0.10367876 0.11025494 0.11367819 0.11648377
 0.11834921 0.11286784 0.11104555]"
386,EMOVO,HUBERT_BASE,9,27.551020681858063,"[0.10839355 0.08178508 0.09156428 0.09696311 0.10045858 0.10346388
 0.1058398  0.10222168 0.10402731 0.10528273]"
387,EMOVO,HUBERT_BASE,10,33.16326439380646,"[0.0990082  0.07372031 0.08228176 0.08640226 0.08931569 0.09182724
 0.09405839 0.09258151 0.0962591  0.09997404 0.09457148]"
388,EMOVO,HUBERT_BASE,11,31.887754797935486,"[0.09122754 0.06712457 0.07478555 0.07826346 0.08067656 0.08312823
 0.08619013 0.08502819 0.08898633 0.09267855 0.08954743 0.0823634 ]"
389,EMOVO,HUBERT_BASE,12,32.397960126399994,"[0.08458137 0.06243668 0.06890392 0.07067857 0.07259944 0.07522991
 0.07723659 0.07732359 0.08190276 0.08529969 0.08322271 0.07862075
 0.08196399]"
390,EMOVO,HUBERT_LARGE,0,25.51020458340645,[array([1.])]
391,EMOVO,HUBERT_LARGE,1,21.93877547979355,[0.40957148 0.5904285 ]
392,EMOVO,HUBERT_LARGE,2,23.979591578245163,[0.27321275 0.32159644 0.40519081]
393,EMOVO,HUBERT_LARGE,3,31.377550959587097,[0.20960847 0.19848838 0.29506662 0.29683657]
394,EMOVO,HUBERT_LARGE,4,30.612245202064514,[0.16861524 0.1529415  0.21306376 0.23346391 0.23191556]
395,EMOVO,HUBERT_LARGE,5,29.591836780309677,[0.14029462 0.12932045 0.15545104 0.18948824 0.19400635 0.19143926]
396,EMOVO,HUBERT_LARGE,6,38.77551108598709,"[0.12022777 0.11114449 0.1238234  0.15638681 0.1630163  0.16318684
 0.16221436]"
397,EMOVO,HUBERT_LARGE,7,36.73469424247742,"[0.10581662 0.09832279 0.10249904 0.13294855 0.14126728 0.14307087
 0.14140041 0.13467445]"
398,EMOVO,HUBERT_LARGE,8,37.5,"[0.09551191 0.08783929 0.09292472 0.11529333 0.12098747 0.12467738
 0.12540521 0.11945628 0.11790443]"
399,EMOVO,HUBERT_LARGE,9,32.397958636283875,"[0.08571371 0.08018231 0.08219803 0.10297378 0.10890834 0.1115022
 0.11258421 0.10783318 0.10909377 0.09901053]"
400,EMOVO,HUBERT_LARGE,10,34.6938781440258,"[0.07916815 0.07319652 0.07573016 0.09186341 0.09642427 0.09942475
 0.10145879 0.09702111 0.09847505 0.09376933 0.0934685 ]"
401,EMOVO,HUBERT_LARGE,11,46.683673560619354,"[0.07337458 0.06787228 0.0695547  0.08352832 0.08820524 0.08917886
 0.09128674 0.0870498  0.08782854 0.08639152 0.08693876 0.08879068]"
402,EMOVO,HUBERT_LARGE,12,51.27550959587097,"[0.06701791 0.06312972 0.06448663 0.07510912 0.07946679 0.0811328
 0.08378935 0.08036961 0.07962246 0.07909255 0.081258   0.08418756
 0.08133745]"
403,EMOVO,HUBERT_LARGE,13,48.469388484954834,"[0.06362976 0.06012671 0.06138991 0.06934185 0.07243567 0.07392825
 0.07592074 0.07328508 0.07230716 0.07294879 0.07747563 0.0781887
 0.0766413  0.0723804 ]"
404,EMOVO,HUBERT_LARGE,14,47.959183156490326,"[0.05880178 0.05566324 0.05717616 0.06484092 0.06711569 0.06851232
 0.07050059 0.06831504 0.06726149 0.06752063 0.07316374 0.07405524
 0.07341506 0.06844986 0.06520825]"
405,EMOVO,HUBERT_LARGE,15,49.99999850988388,"[0.05504074 0.0523547  0.05486366 0.06167355 0.06316265 0.06425496
 0.06617129 0.06434829 0.06350529 0.06345754 0.06847605 0.06897354
 0.06844208 0.06422605 0.06158079 0.05946877]"
406,EMOVO,HUBERT_LARGE,16,47.19387739896774,"[0.05099566 0.04933386 0.05190918 0.05744215 0.05866821 0.06013941
 0.06282114 0.06089483 0.0598203  0.06074959 0.06541298 0.06588728
 0.06521027 0.06164716 0.05844498 0.05580439 0.05481865]"
407,EMOVO,HUBERT_LARGE,17,48.72448891401291,"[0.04796698 0.04672192 0.04868212 0.05454665 0.05602301 0.05716849
 0.05949961 0.05844733 0.05764406 0.05810124 0.06101615 0.06139564
 0.06253437 0.05956572 0.05569216 0.05268218 0.0516296  0.05068275]"
408,EMOVO,HUBERT_LARGE,18,49.744898080825806,"[0.04566189 0.04392724 0.04645823 0.0514445  0.05275988 0.05386166
 0.05556991 0.05497774 0.05418582 0.0551672  0.05877376 0.05915112
 0.06034849 0.05793503 0.0537694  0.05024446 0.04899885 0.04816668
 0.04859813]"
409,EMOVO,HUBERT_LARGE,19,44.64285671710968,"[0.04366268 0.04225325 0.04441357 0.04896755 0.04991611 0.05107531
 0.0528659  0.05231826 0.05165003 0.05240297 0.05697117 0.05612237
 0.05811795 0.05654681 0.05157888 0.0476976  0.04626675 0.04550173
 0.04579628 0.04587481]"
410,EMOVO,HUBERT_LARGE,20,43.112245202064514,"[0.04121293 0.04039066 0.04227744 0.04652535 0.0474023  0.04810038
 0.04944433 0.04914483 0.04862785 0.04923695 0.05343149 0.05449174
 0.05601888 0.05389308 0.05085533 0.04661265 0.04503356 0.04407145
 0.04464652 0.04446703 0.04411524]"
411,EMOVO,HUBERT_LARGE,21,43.36734712123871,"[0.03928451 0.03831682 0.04026953 0.04417342 0.04488629 0.04557595
 0.04660466 0.04641228 0.0459168  0.04650201 0.05032617 0.05162921
 0.05427022 0.05405456 0.05077975 0.04504441 0.04306389 0.04208485
 0.042562   0.04254412 0.0424097  0.04328886]"
412,EMOVO,HUBERT_LARGE,22,46.42857164144516,"[0.03764729 0.03688678 0.03844078 0.04166664 0.042455   0.04309325
 0.04425449 0.04435289 0.04393541 0.04450802 0.04762196 0.04915907
 0.05083591 0.04955654 0.04844481 0.04431605 0.0423335  0.04142283
 0.04178346 0.04141716 0.04125676 0.04224415 0.04236727]"
413,EMOVO,HUBERT_LARGE,23,46.683673560619354,"[0.0366347  0.03595063 0.03759654 0.03982775 0.04018558 0.04069077
 0.04174758 0.04176499 0.04140725 0.04186095 0.04466333 0.04632596
 0.04899438 0.04821291 0.04486588 0.04174965 0.04038357 0.03978306
 0.04027691 0.04007428 0.0401773  0.04104537 0.04139817 0.04438253]"
414,EMOVO,HUBERT_LARGE,24,45.66326588392258,"[0.03635006 0.03580035 0.03694515 0.03847859 0.0385234  0.03887684
 0.03975929 0.03994415 0.03949779 0.03956913 0.04189759 0.04291854
 0.04423954 0.04333164 0.04173953 0.03897787 0.03800606 0.03805183
 0.03857783 0.03839773 0.03890078 0.03997489 0.0409871  0.04466971
 0.0455846 ]"
415,EMOVO,WAV2VEC2_ASR_LARGE_960H,0,20.408163219690323,[array([1.])]
416,EMOVO,WAV2VEC2_ASR_LARGE_960H,1,25.255101174116135,[0.40265793 0.59734207]
417,EMOVO,WAV2VEC2_ASR_LARGE_960H,2,29.336734116077423,[0.25990134 0.35434888 0.38574977]
418,EMOVO,WAV2VEC2_ASR_LARGE_960H,3,32.14285671710968,[0.19307848 0.24638444 0.28764991 0.27288714]
419,EMOVO,WAV2VEC2_ASR_LARGE_960H,4,31.887754797935486,[0.1549783  0.18533295 0.22141136 0.22836901 0.20990844]
420,EMOVO,WAV2VEC2_ASR_LARGE_960H,5,36.7346927523613,[0.13094056 0.15088612 0.17523298 0.19313375 0.18340722 0.16639937]
421,EMOVO,WAV2VEC2_ASR_LARGE_960H,6,35.20408123731613,"[0.11526337 0.12527296 0.13985503 0.15462101 0.15979954 0.1564493
 0.14873879]"
422,EMOVO,WAV2VEC2_ASR_LARGE_960H,7,34.183673560619354,"[0.10053439 0.10760554 0.11410988 0.12547932 0.14175236 0.14106263
 0.14166361 0.12779226]"
423,EMOVO,WAV2VEC2_ASR_LARGE_960H,8,34.43877547979355,"[0.0907517  0.09464939 0.09901549 0.10834876 0.12270298 0.12344159
 0.12970854 0.1213815  0.11000003]"
424,EMOVO,WAV2VEC2_ASR_LARGE_960H,9,35.20408272743225,"[0.08151224 0.08751326 0.08842752 0.09644515 0.10957646 0.11088579
 0.11788178 0.11419642 0.10416785 0.08939353]"
425,EMOVO,WAV2VEC2_ASR_LARGE_960H,10,37.244898080825806,"[0.07369724 0.07913443 0.080799   0.08885557 0.1000692  0.1018914
 0.10737137 0.10533224 0.10056452 0.08587858 0.07640644]"
426,EMOVO,WAV2VEC2_ASR_LARGE_960H,11,36.22449040412903,"[0.06803673 0.07221774 0.07498318 0.0819454  0.09178902 0.09386384
 0.10001654 0.09890448 0.0943405  0.08130134 0.07372914 0.06887205]"
427,EMOVO,WAV2VEC2_ASR_LARGE_960H,12,41.326531767845154,"[0.0626512  0.06827984 0.07041663 0.07729673 0.08548922 0.08617404
 0.09282562 0.0911355  0.08856072 0.07745136 0.07075417 0.06591815
 0.06304681]"
428,EMOVO,WAV2VEC2_ASR_LARGE_960H,13,38.01020383834839,"[0.05827006 0.06401993 0.06652057 0.0725256  0.07956323 0.08100657
 0.08592122 0.08497982 0.08212709 0.07331927 0.06839244 0.06347322
 0.0604045  0.05947649]"
429,EMOVO,WAV2VEC2_ASR_LARGE_960H,14,40.05102068185806,"[0.05409549 0.06042795 0.06249172 0.06725445 0.07489538 0.07625799
 0.08080577 0.08061763 0.07704716 0.07051319 0.06623546 0.06115591
 0.05706131 0.05660543 0.05453513]"
430,EMOVO,WAV2VEC2_ASR_LARGE_960H,15,40.30612260103226,"[0.050656   0.05646398 0.05955523 0.06434174 0.07016499 0.07126429
 0.07642652 0.07619953 0.07322747 0.06924976 0.0640483  0.05893353
 0.05391052 0.05299902 0.05143277 0.05112637]"
431,EMOVO,WAV2VEC2_ASR_LARGE_960H,16,40.56122452020645,"[0.04730542 0.05475299 0.05796074 0.06155428 0.0674551  0.06862681
 0.07217669 0.07283872 0.07008592 0.06716273 0.05983186 0.05518479
 0.05009568 0.04951968 0.04823194 0.05008958 0.04712702]"
432,EMOVO,WAV2VEC2_ASR_LARGE_960H,17,40.05101919174194,"[0.04490419 0.0524702  0.05495968 0.05874923 0.06409924 0.06496526
 0.06720136 0.06859684 0.06639704 0.06374897 0.05850464 0.05489262
 0.04828609 0.04717812 0.04637631 0.04801089 0.04573505 0.04492431]"
433,EMOVO,WAV2VEC2_ASR_LARGE_960H,18,40.05101919174194,"[0.04229677 0.04974207 0.05293938 0.0553778  0.06197859 0.06351921
 0.06564137 0.06544467 0.06293403 0.06152783 0.05652088 0.05379264
 0.04585042 0.04488655 0.04401125 0.0463912  0.04313259 0.04267153
 0.04134123]"
434,EMOVO,WAV2VEC2_ASR_LARGE_960H,19,44.64285671710968,"[0.04010992 0.04887044 0.05175331 0.05507539 0.0594366  0.06055916
 0.0629065  0.06301797 0.06054507 0.05922183 0.05455388 0.0526053
 0.04434911 0.04270783 0.04163242 0.04327755 0.04066966 0.04035302
 0.03932883 0.03902621]"
435,EMOVO,WAV2VEC2_ASR_LARGE_960H,20,39.28571492433548,"[0.03769761 0.04689186 0.04981627 0.05209459 0.0568839  0.05869182
 0.06051874 0.05989752 0.05777813 0.05680762 0.05425333 0.05120278
 0.04387954 0.04192772 0.04038732 0.04160399 0.0391077  0.03823391
 0.03740819 0.03721561 0.03770186]"
