,dataset,model,layers,mean_accuracy,mean_weights
254,CaFE,WAV2VEC2_ASR_LARGE_960H,15,69.017094373703,"[0.03436203 0.03590644 0.03483756 0.0338416  0.03766021 0.07029681
 0.08725687 0.10587059 0.11031643 0.10192924 0.08456457 0.07299925
 0.05470853 0.04435964 0.04791854 0.04317167]"
255,CaFE,WAV2VEC2_ASR_LARGE_960H,16,67.52136945724487,"[0.03086923 0.03206182 0.03136333 0.03123933 0.03618035 0.06736438
 0.08433431 0.1033868  0.10848818 0.09775758 0.08050279 0.06568838
 0.05180949 0.04194995 0.04823652 0.04833335 0.0404343 ]"
256,CaFE,WAV2VEC2_ASR_LARGE_960H,17,68.58974397182465,"[0.0293142  0.03154374 0.03085009 0.03128798 0.03625784 0.06612065
 0.07911287 0.09733222 0.10063929 0.09120786 0.0766985  0.06154631
 0.05025179 0.04048381 0.04748653 0.05042404 0.042782   0.03666029]"
257,CaFE,WAV2VEC2_ASR_LARGE_960H,18,72.0085471868515,"[0.02689155 0.02968001 0.02991954 0.02840969 0.03360097 0.06280675
 0.07828811 0.09219727 0.09481397 0.0867731  0.07104736 0.05922425
 0.04930408 0.04334733 0.04858893 0.04964942 0.04220573 0.03695888
 0.03629309]"
258,CaFE,WAV2VEC2_ASR_LARGE_960H,19,61.53846085071564,"[0.0246567  0.02792806 0.02877216 0.02818053 0.0345366  0.0613909
 0.07458948 0.0858109  0.09048606 0.0846634  0.0693311  0.058901
 0.04935191 0.0420529  0.04690475 0.04906076 0.04067865 0.03535313
 0.0351183  0.03223274]"
259,CaFE,WAV2VEC2_ASR_LARGE_960H,20,65.17094075679779,"[0.02338877 0.0275755  0.02780549 0.02724564 0.03517258 0.06044139
 0.07008518 0.08177693 0.08402218 0.0795247  0.06599927 0.05704987
 0.04893031 0.0433671  0.04764482 0.05369542 0.04016155 0.03260211
 0.03285594 0.02992628 0.03072898]"
260,CaFE,WAV2VEC2_ASR_LARGE_960H,21,71.15384638309479,"[0.0231438  0.02660397 0.02742394 0.02659923 0.03520091 0.05839167
 0.06700307 0.0777313  0.07850571 0.07478433 0.06334923 0.05486688
 0.04843709 0.04276389 0.04713767 0.05118453 0.04310029 0.03170239
 0.03181117 0.02966328 0.03081596 0.02977968]"
261,CaFE,WAV2VEC2_ASR_LARGE_960H,22,60.04273593425751,"[0.02244972 0.02665572 0.02787948 0.02914441 0.03868244 0.05735255
 0.06570553 0.07251842 0.07411184 0.06908989 0.05840883 0.05255114
 0.04747503 0.04242725 0.04738534 0.05006305 0.04133495 0.03099102
 0.03059949 0.02801989 0.02911887 0.02924644 0.0287887 ]"
262,CaFE,WAV2VEC2_ASR_LARGE_960H,23,63.034188747406006,"[0.02206744 0.02702274 0.02933859 0.02997032 0.03886035 0.0521135
 0.05914851 0.0673089  0.06933751 0.06697258 0.05593549 0.05151758
 0.04729396 0.04251502 0.04710954 0.04998909 0.04449699 0.02964732
 0.02880145 0.02601835 0.02765941 0.02869878 0.02905516 0.02912142]"
263,CaFE,WAV2VEC2_ASR_LARGE_960H,24,64.10256326198578,"[0.0229503  0.02721425 0.02917552 0.03079984 0.03813247 0.0493755
 0.05860806 0.0621532  0.06544881 0.0626699  0.05270429 0.04942147
 0.04643807 0.04212578 0.04634431 0.04861016 0.04412768 0.03145806
 0.02642382 0.02482872 0.02664504 0.02753414 0.02812751 0.02849663
 0.03018642]"
264,CaFE,WAV2VEC2_BASE,0,39.95726555585861,[array([1.])]
265,CaFE,WAV2VEC2_BASE,1,44.23076957464218,[0.537698 0.462302]
266,CaFE,WAV2VEC2_BASE,2,42.94871836900711,[0.35477884 0.3199468  0.32527439]
267,CaFE,WAV2VEC2_BASE,3,38.67521435022354,[0.26760809 0.23632009 0.24637799 0.24969384]
268,CaFE,WAV2VEC2_BASE,4,41.88034236431122,[0.21063592 0.18112449 0.19240773 0.20621151 0.20962035]
269,CaFE,WAV2VEC2_BASE,5,54.27350550889969,[0.16842068 0.14006665 0.1497278  0.16780303 0.18057965 0.19340222]
270,CaFE,WAV2VEC2_BASE,6,47.0085471868515,"[0.13960534 0.11402572 0.12028    0.13547245 0.14995471 0.17005198
 0.17060985]"
271,CaFE,WAV2VEC2_BASE,7,52.56410241127014,"[0.12120236 0.0953506  0.09906667 0.11264136 0.12591819 0.14795531
 0.1584991  0.13936639]"
272,CaFE,WAV2VEC2_BASE,8,49.57264959812164,"[0.10773091 0.08236823 0.0852012  0.09701646 0.10789862 0.12751849
 0.14230675 0.12900636 0.12095298]"
273,CaFE,WAV2VEC2_BASE,9,47.64957278966904,"[0.09721274 0.07191664 0.07455538 0.08547404 0.09696059 0.11763456
 0.13267127 0.11902788 0.11436093 0.09018591]"
274,CaFE,WAV2VEC2_BASE,10,51.923078298568726,"[0.08943042 0.06616541 0.06873928 0.07791537 0.08939572 0.10718299
 0.12308479 0.10990854 0.10750061 0.087699   0.07297786]"
275,CaFE,WAV2VEC2_BASE,11,53.205129504203796,"[0.08281377 0.05924788 0.06204726 0.07172566 0.08401584 0.10453602
 0.12152714 0.10710566 0.10812874 0.08278169 0.0660061  0.0500643 ]"
276,CaFE,WAV2VEC2_BASE,12,49.57264959812164,"[0.07781569 0.05490562 0.05778768 0.06606471 0.07628577 0.09748485
 0.11607806 0.1046214  0.10385852 0.08046915 0.06022283 0.04518184
 0.05922391]"
277,CaFE,WAV2VEC2_LARGE,0,40.59829115867615,[array([1.])]
278,CaFE,WAV2VEC2_LARGE,1,46.15384638309479,[0.42687349 0.57312647]
279,CaFE,WAV2VEC2_LARGE,2,52.56410539150238,[0.22294397 0.30791679 0.46913922]
280,CaFE,WAV2VEC2_LARGE,3,52.35042870044708,[0.14706967 0.18703275 0.32858184 0.33731575]
281,CaFE,WAV2VEC2_LARGE,4,58.974361419677734,[0.10965772 0.13784149 0.18750229 0.30518991 0.25980858]
282,CaFE,WAV2VEC2_LARGE,5,58.54701101779938,[0.08703228 0.10950218 0.12041543 0.22049928 0.22587746 0.23667338]
283,CaFE,WAV2VEC2_LARGE,6,63.46153914928436,"[0.073482   0.08696054 0.08602207 0.12725931 0.18299872 0.2398176
 0.20345971]"
284,CaFE,WAV2VEC2_LARGE,7,68.37607026100159,"[0.06294081 0.07312763 0.06726323 0.08315816 0.13365316 0.19727806
 0.19087378 0.19170519]"
285,CaFE,WAV2VEC2_LARGE,8,70.29914557933807,"[0.05584961 0.06571792 0.06027895 0.06520812 0.09551827 0.15786912
 0.16477379 0.17097361 0.16381058]"
286,CaFE,WAV2VEC2_LARGE,9,71.15384638309479,"[0.04916539 0.05676519 0.05173902 0.05380074 0.07093027 0.12635756
 0.14378911 0.15796057 0.15887916 0.13061293]"
287,CaFE,WAV2VEC2_LARGE,10,69.65812146663666,"[0.04394092 0.05324575 0.04754907 0.04778021 0.05679956 0.10253809
 0.12487538 0.14310892 0.1496071  0.13503509 0.09551987]"
288,CaFE,WAV2VEC2_LARGE,11,69.017094373703,"[0.0408254  0.04531003 0.0411492  0.04230107 0.05031365 0.08411666
 0.11293518 0.13282447 0.13719127 0.13093915 0.1090807  0.0730132 ]"
289,CaFE,WAV2VEC2_LARGE,12,67.94871985912323,"[0.03753219 0.0422515  0.03927815 0.03934982 0.04492624 0.06990711
 0.09993684 0.12069795 0.12780841 0.12116494 0.10919126 0.09212606
 0.05582948]"
290,CaFE,WAV2VEC2_LARGE,13,67.94871687889099,"[0.03540854 0.03819321 0.03597064 0.03591892 0.04084754 0.05990432
 0.08900214 0.10845922 0.11803286 0.11176599 0.10517468 0.09706209
 0.07484171 0.04941816]"
291,CaFE,WAV2VEC2_LARGE,14,70.51282227039337,"[0.03263331 0.03516016 0.03270494 0.03303786 0.0363628  0.04964727
 0.07890391 0.0966166  0.10477443 0.10179697 0.0933022  0.0906519
 0.07803493 0.07110189 0.06527079]"
292,CaFE,WAV2VEC2_LARGE,15,66.66666865348816,"[0.03075192 0.03411315 0.03078715 0.03098585 0.03249221 0.04332185
 0.06512762 0.0840495  0.09633053 0.09217421 0.08461041 0.08086772
 0.07801242 0.07126253 0.07917842 0.06593455]"
293,CaFE,WAV2VEC2_LARGE,16,66.45299196243286,"[0.02910408 0.03212327 0.02905739 0.02831203 0.02996691 0.03843039
 0.05433976 0.07030376 0.08857166 0.08018157 0.07889583 0.07731409
 0.07531246 0.07402436 0.08018207 0.07079191 0.06308848]"
294,CaFE,WAV2VEC2_LARGE,17,72.43589758872986,"[0.02821075 0.03059712 0.02792495 0.0272875  0.02897504 0.03605016
 0.04496545 0.05958677 0.07880239 0.07472184 0.07551458 0.07341706
 0.06866505 0.07220428 0.07529885 0.07356556 0.06801365 0.05619898]"
295,CaFE,WAV2VEC2_LARGE,18,69.87179517745972,"[0.02802996 0.02967836 0.02827198 0.02763783 0.02963156 0.03446274
 0.04048863 0.05389713 0.06793947 0.06711089 0.06633905 0.06808343
 0.06571103 0.06820836 0.07236228 0.07111667 0.06553579 0.06360835
 0.05188645]"
296,CaFE,WAV2VEC2_LARGE,19,71.15384638309479,"[0.02568951 0.02790079 0.02627524 0.02523289 0.02648717 0.03122688
 0.03752725 0.05117857 0.06281618 0.06142405 0.06092485 0.06344793
 0.05878119 0.05680985 0.06908763 0.0689995  0.064893   0.0677577
 0.07023524 0.04330454]"
297,CaFE,WAV2VEC2_LARGE,20,68.58974397182465,"[0.025763   0.02686161 0.02650401 0.02483607 0.02656501 0.03146655
 0.03470662 0.04868988 0.05726282 0.0545019  0.05501716 0.05950591
 0.05537786 0.05506953 0.06363038 0.06668346 0.06327786 0.06666981
 0.07131959 0.05136781 0.03492317]"
298,CaFE,WAV2VEC2_LARGE,21,69.44444477558136,"[0.02403541 0.02540547 0.02440849 0.02354026 0.02505645 0.02986117
 0.03445543 0.04610439 0.05595656 0.05403854 0.05200473 0.05440728
 0.05331498 0.05263206 0.0589922  0.06451587 0.06350002 0.06685619
 0.06817978 0.05410521 0.04026741 0.02836209]"
299,CaFE,WAV2VEC2_LARGE,22,69.65812146663666,"[0.02249272 0.02435769 0.02237438 0.0219305  0.02340437 0.02833313
 0.03282355 0.04545544 0.05364765 0.05229256 0.05220768 0.05480263
 0.05025308 0.05156068 0.05920519 0.06487207 0.06131864 0.06507635
 0.06752254 0.05329871 0.03847037 0.02848058 0.02581945]"
300,CaFE,WAV2VEC2_LARGE,23,70.94017267227173,"[0.02114216 0.02327779 0.02158446 0.02118678 0.02325783 0.02985486
 0.03545856 0.04716575 0.05219635 0.05219227 0.05004913 0.05270434
 0.04877847 0.05153157 0.05943107 0.06233421 0.05912847 0.06380366
 0.06252921 0.05169236 0.0380357  0.02759538 0.02421895 0.02085063]"
301,CaFE,WAV2VEC2_LARGE,24,70.94017267227173,"[0.01982303 0.02287692 0.02106802 0.02054308 0.02350884 0.0297068
 0.03471036 0.04436343 0.04774161 0.04649331 0.04916652 0.05133198
 0.04575427 0.04749689 0.05643401 0.06218296 0.06015235 0.06250447
 0.0634953  0.05337346 0.03752489 0.02719143 0.02345137 0.01991267
 0.02919201]"
302,CaFE,WAV2VEC2_LARGE_XLSR,0,36.32478713989258,[array([1.])]
303,CaFE,WAV2VEC2_LARGE_XLSR,1,51.28205120563507,[0.22207257 0.77792743]
304,CaFE,WAV2VEC2_LARGE_XLSR,2,53.63247990608215,[0.14804851 0.35511775 0.49683373]
305,CaFE,WAV2VEC2_LARGE_XLSR,3,52.99145430326462,[0.11208547 0.19409286 0.2994521  0.39436956]
306,CaFE,WAV2VEC2_LARGE_XLSR,4,57.26495683193207,[0.09313947 0.13338784 0.1770414  0.30670623 0.28972504]
307,CaFE,WAV2VEC2_LARGE_XLSR,5,54.48717921972275,[0.07744372 0.10356008 0.11820169 0.20886541 0.27183904 0.22009009]
308,CaFE,WAV2VEC2_LARGE_XLSR,6,57.692307233810425,"[0.07207199 0.09029032 0.09222789 0.1660828  0.21040069 0.19755495
 0.17137139]"
309,CaFE,WAV2VEC2_LARGE_XLSR,7,62.60683834552765,"[0.06732564 0.07557087 0.07321977 0.10965368 0.15484195 0.16100796
 0.17096755 0.18741252]"
310,CaFE,WAV2VEC2_LARGE_XLSR,8,65.59829115867615,"[0.05705253 0.06857535 0.06450075 0.08303633 0.12336897 0.13351014
 0.14448445 0.19136701 0.13410448]"
311,CaFE,WAV2VEC2_LARGE_XLSR,9,68.58974397182465,"[0.05646597 0.06089273 0.0557666  0.06830539 0.09707432 0.11848417
 0.12074901 0.1697962  0.13601755 0.11644807]"
312,CaFE,WAV2VEC2_LARGE_XLSR,10,70.72649598121643,"[0.04945535 0.05169356 0.04902958 0.05654125 0.07669725 0.09257818
 0.0986313  0.15549228 0.12979601 0.1224428  0.1176424 ]"
313,CaFE,WAV2VEC2_LARGE_XLSR,11,66.66666567325592,"[0.04244787 0.04745514 0.04298344 0.04868677 0.06479224 0.08374112
 0.0902658  0.13812757 0.11548151 0.11999959 0.11505423 0.09096473]"
314,CaFE,WAV2VEC2_LARGE_XLSR,12,67.52136647701263,"[0.03881749 0.04341437 0.03956454 0.04405403 0.05544548 0.07131627
 0.07870677 0.12317764 0.10460911 0.11482773 0.10574967 0.0951592
 0.0851577 ]"
315,CaFE,WAV2VEC2_LARGE_XLSR,13,66.45299196243286,"[0.03603551 0.04028825 0.03551381 0.03988771 0.04687716 0.05962379
 0.06797166 0.1099328  0.09369765 0.094726   0.09055982 0.09554774
 0.09565762 0.09368053]"
316,CaFE,WAV2VEC2_LARGE_XLSR,14,70.51282227039337,"[0.03461811 0.03719538 0.03333138 0.03636096 0.04283142 0.05109219
 0.06206202 0.09521854 0.08475863 0.08395567 0.08465087 0.08070248
 0.08500233 0.09272437 0.09549567]"
317,CaFE,WAV2VEC2_LARGE_XLSR,15,68.16239356994629,"[0.0331329  0.03710008 0.03221064 0.03431854 0.03987564 0.04580732
 0.0536807  0.07879713 0.07472674 0.07828222 0.0766165  0.07282412
 0.07531059 0.08172936 0.09424626 0.09134131]"
318,CaFE,WAV2VEC2_LARGE_XLSR,16,69.87179517745972,"[0.03339413 0.03457206 0.03075575 0.03264221 0.03637846 0.04102852
 0.0493144  0.07161812 0.06621918 0.06923514 0.0706494  0.06180041
 0.06506402 0.06926445 0.08406964 0.09047016 0.09352396]"
319,CaFE,WAV2VEC2_LARGE_XLSR,17,68.8034176826477,"[0.03158839 0.03450425 0.0307518  0.03279752 0.03363014 0.03836772
 0.04471051 0.06362322 0.05590321 0.05827864 0.06247558 0.05755465
 0.05886758 0.06022139 0.07315576 0.07771458 0.09209228 0.09376278]"
320,CaFE,WAV2VEC2_LARGE_XLSR,18,68.37607026100159,"[0.03052964 0.03124706 0.02911762 0.03145179 0.0325838  0.03702749
 0.04282629 0.06130239 0.05135864 0.05296774 0.05469901 0.05157236
 0.05251634 0.05475599 0.06745472 0.07257275 0.08601332 0.09191628
 0.06808672]"
321,CaFE,WAV2VEC2_LARGE_XLSR,19,71.36752009391785,"[0.02989485 0.03185809 0.0287428  0.03123628 0.03043527 0.03654929
 0.03926415 0.05380089 0.04481622 0.04743344 0.04872831 0.04644854
 0.04793113 0.05024846 0.05987957 0.06589474 0.08860836 0.09244257
 0.0675511  0.05823593]"
322,CaFE,WAV2VEC2_LARGE_XLSR,20,73.07692468166351,"[0.02971596 0.02987489 0.02709541 0.02971221 0.02825711 0.03476761
 0.03643154 0.04812934 0.04083636 0.04256122 0.04465114 0.04297181
 0.04508763 0.04717116 0.05495837 0.06002966 0.07924509 0.08942036
 0.07146419 0.06293306 0.05468586]"
323,CaFE,WAV2VEC2_LARGE_XLSR,21,71.7948704957962,"[0.02798245 0.02730242 0.02561938 0.02806159 0.02776442 0.03475536
 0.03534134 0.04493168 0.04010417 0.03946799 0.0423196  0.04081267
 0.04174094 0.04361734 0.05004473 0.05775397 0.0775018  0.08428068
 0.06650029 0.06432172 0.05397671 0.04579877]"
324,CaFE,WAV2VEC2_LARGE_XLSR,22,18.803419172763824,"[0.04361078 0.04364204 0.04365141 0.0436531  0.04365537 0.04365715
 0.04365822 0.04365199 0.04364557 0.0436464  0.04364719 0.04364573
 0.04364533 0.04364826 0.04364955 0.04364616 0.04365031 0.04366463
 0.04365909 0.0436714  0.04367054 0.04365816 0.03967159]"
325,CaFE,WAV2VEC2_LARGE_XLSR,23,16.88034236431122,"[0.04195365 0.04196268 0.04196083 0.04195878 0.04196008 0.04195913
 0.04196012 0.04196005 0.0419584  0.0419574  0.0419568  0.04195683
 0.0419565  0.04195662 0.04195698 0.04195708 0.04195821 0.04195817
 0.0419609  0.04195531 0.04195608 0.04195529 0.03846208 0.03846203]"
326,CaFE,WAV2VEC2_LARGE_XLSR,24,15.384615957736969,"[0.04028243 0.04028331 0.04028301 0.04028216 0.0402821  0.04028233
 0.04028242 0.04028216 0.04028246 0.04028269 0.04028297 0.04028275
 0.04028264 0.04028271 0.04028265 0.04028233 0.0402828  0.04028256
 0.04028255 0.04028318 0.04028284 0.04028505 0.03792656 0.03792687
 0.03792644]"
327,CaFE,WAV2VEC2_LARGE_XLSR300M,0,34.61538553237915,[array([1.])]
328,CaFE,WAV2VEC2_LARGE_XLSR300M,1,47.863249480724335,[0.20952425 0.79047576]
329,CaFE,WAV2VEC2_LARGE_XLSR300M,2,56.41025900840759,[0.1278606  0.31475002 0.55738938]
330,CaFE,WAV2VEC2_LARGE_XLSR300M,3,56.196582317352295,[0.1001202  0.1826612  0.35596257 0.36125608]
331,CaFE,WAV2VEC2_LARGE_XLSR300M,4,63.247862458229065,[0.08859607 0.12341523 0.22824898 0.28435251 0.27538721]
332,CaFE,WAV2VEC2_LARGE_XLSR300M,5,61.32478713989258,[0.07972036 0.10313234 0.12268214 0.2173647  0.26052581 0.21657467]
333,CaFE,WAV2VEC2_LARGE_XLSR300M,6,63.88888955116272,"[0.07645031 0.07942397 0.08701116 0.12929174 0.20045885 0.19433141
 0.2330325 ]"
334,CaFE,WAV2VEC2_LARGE_XLSR300M,7,63.247862458229065,"[0.0611139  0.0610617  0.06389638 0.08618913 0.15225093 0.17635909
 0.2451518  0.15397704]"
335,CaFE,WAV2VEC2_LARGE_XLSR300M,8,64.95726704597473,"[0.05899161 0.05059425 0.05275392 0.06238426 0.11301655 0.15544973
 0.20856237 0.18430347 0.11394381]"
336,CaFE,WAV2VEC2_LARGE_XLSR300M,9,61.11111342906952,"[0.05809976 0.04999036 0.04737058 0.0513343  0.08955749 0.13443452
 0.17033628 0.16648025 0.11851031 0.11388614]"
337,CaFE,WAV2VEC2_LARGE_XLSR300M,10,68.58974397182465,"[0.05610573 0.04578757 0.04463627 0.04745797 0.07325204 0.11702422
 0.13957133 0.14107932 0.1173308  0.12023402 0.09752068]"
338,CaFE,WAV2VEC2_LARGE_XLSR300M,11,67.09401607513428,"[0.05300451 0.04494627 0.04155897 0.04358129 0.06070469 0.09354978
 0.11111222 0.12183877 0.10736055 0.12396926 0.1058732  0.09250048]"
339,CaFE,WAV2VEC2_LARGE_XLSR300M,12,68.80342066287994,"[0.04836264 0.04188996 0.03914293 0.04406523 0.05773569 0.08305784
 0.09343069 0.10219757 0.0996581  0.11249929 0.09850503 0.0916175
 0.08783753]"
340,CaFE,WAV2VEC2_LARGE_XLSR300M,13,67.30769276618958,"[0.04532868 0.03929798 0.03535632 0.03989444 0.050721   0.06559955
 0.07621152 0.08210921 0.09214313 0.1138774  0.09882068 0.08976627
 0.09021734 0.08065646]"
341,CaFE,WAV2VEC2_LARGE_XLSR300M,14,63.88888955116272,"[0.04204931 0.03835801 0.03553775 0.03793671 0.04682549 0.05748447
 0.06891509 0.07182093 0.0837576  0.09863307 0.08609945 0.08177472
 0.08474378 0.0862048  0.07985878]"
342,CaFE,WAV2VEC2_LARGE_XLSR300M,15,68.16239356994629,"[0.03752675 0.03489434 0.03199399 0.03523669 0.04145195 0.04886959
 0.06128582 0.06531601 0.07624797 0.09358386 0.08112364 0.07735382
 0.07872301 0.08508419 0.08684322 0.06446515]"
343,CaFE,WAV2VEC2_LARGE_XLSR300M,16,68.37606728076935,"[0.03573128 0.03228119 0.02996554 0.0319876  0.03635148 0.04075604
 0.05452439 0.05573364 0.0673104  0.08210357 0.07631082 0.07060005
 0.07152241 0.08192991 0.09140429 0.07042805 0.07105934]"
344,CaFE,WAV2VEC2_LARGE_XLSR300M,17,68.58974397182465,"[0.03300233 0.02997197 0.02918772 0.03056077 0.03337691 0.03804671
 0.0492985  0.04959972 0.06142406 0.07387848 0.06674981 0.06350702
 0.06494471 0.07030483 0.0784821  0.06755042 0.08298916 0.07712476]"
345,CaFE,WAV2VEC2_LARGE_XLSR300M,18,68.37606728076935,"[0.03168909 0.02889398 0.02749444 0.02882824 0.02969815 0.034409
 0.0414302  0.03829936 0.05425702 0.06681023 0.06158605 0.05692477
 0.05758928 0.05759252 0.0654801  0.0615616  0.07413958 0.0884544
 0.09486195]"
346,CaFE,WAV2VEC2_LARGE_XLSR300M,19,67.09401607513428,"[0.03119276 0.02820106 0.02722684 0.02745858 0.02868287 0.03017937
 0.03897664 0.03610461 0.05007072 0.0619874  0.05523905 0.0517561
 0.05350031 0.05334766 0.05787488 0.0557218  0.07154996 0.08138088
 0.09511942 0.06442909]"
347,CaFE,WAV2VEC2_LARGE_XLSR300M,20,71.58119678497314,"[0.02850221 0.02647904 0.0247997  0.02666251 0.02581801 0.0275078
 0.03449889 0.02967661 0.04665991 0.05705538 0.05258491 0.04983178
 0.05085489 0.0504329  0.05429628 0.05045101 0.0619137  0.09223379
 0.09780726 0.06660449 0.04532894]"
348,CaFE,WAV2VEC2_LARGE_XLSR300M,21,71.7948704957962,"[0.02853151 0.02525777 0.0243449  0.02460021 0.02472676 0.02478066
 0.03360871 0.02993724 0.04160244 0.05494108 0.04960384 0.04521036
 0.04717056 0.04665687 0.04973346 0.04740105 0.05614276 0.08301746
 0.10118283 0.07232114 0.04403989 0.04518848]"
349,CaFE,WAV2VEC2_LARGE_XLSR300M,22,70.29914557933807,"[0.02677994 0.02441295 0.02502165 0.02465845 0.02670039 0.02902179
 0.03502396 0.0341853  0.04363992 0.05109193 0.04969545 0.0464965
 0.04837912 0.04607793 0.04930847 0.04793525 0.05362092 0.06216742
 0.08788925 0.07069022 0.04069663 0.04273053 0.03377599]"
350,CaFE,WAV2VEC2_LARGE_XLSR300M,23,67.09401905536652,"[0.02560317 0.02513542 0.02519824 0.02619632 0.0283688  0.03090922
 0.03640185 0.0369951  0.04393673 0.04900579 0.04951939 0.04709853
 0.04810416 0.04674694 0.04858402 0.04807193 0.0509986  0.05879302
 0.0703191  0.06248519 0.03930024 0.04449922 0.02936695 0.0283621 ]"
351,CaFE,WAV2VEC2_LARGE_XLSR300M,24,63.88888955116272,"[0.02392157 0.02322664 0.0225795  0.02355428 0.02617223 0.02913708
 0.03343724 0.03302166 0.04055915 0.04669715 0.04880313 0.04280284
 0.04497418 0.0450025  0.04719444 0.04731413 0.05204743 0.05938504
 0.07463222 0.06596859 0.03998388 0.04930874 0.02789176 0.02565934
 0.02672525]"
352,EMOVO,HUBERT_ASR_LARGE,0,21.683673560619354,[array([1.])]
353,EMOVO,HUBERT_ASR_LARGE,1,21.683673560619354,[0.38081773 0.61918226]
354,EMOVO,HUBERT_ASR_LARGE,2,27.29591876268387,[0.26326631 0.29614115 0.44059257]
355,EMOVO,HUBERT_ASR_LARGE,3,29.08163219690323,[0.18589531 0.18919899 0.30491382 0.31999187]
356,EMOVO,HUBERT_ASR_LARGE,4,29.591836035251617,[0.15093648 0.14518766 0.21897426 0.24778682 0.23711475]
357,EMOVO,HUBERT_ASR_LARGE,5,31.887754797935486,[0.12796295 0.1235775  0.16413953 0.20410383 0.19449882 0.18571735]
358,EMOVO,HUBERT_ASR_LARGE,6,32.397958636283875,"[0.10999312 0.10539887 0.12818822 0.1650288  0.17041274 0.16299386
 0.15798438]"
359,EMOVO,HUBERT_ASR_LARGE,7,34.43877547979355,"[0.09585644 0.09227434 0.10919813 0.13901047 0.14845829 0.14225954
 0.14090748 0.13203529]"
360,EMOVO,HUBERT_ASR_LARGE,8,38.01020383834839,"[0.08572479 0.081025   0.09587679 0.12215754 0.12915571 0.12865113
 0.12694073 0.12167068 0.10879764]"
361,EMOVO,HUBERT_ASR_LARGE,9,33.16326439380646,"[0.07697454 0.07372148 0.0845815  0.11010469 0.11634615 0.11436662
 0.11552448 0.11418166 0.10332108 0.0908778 ]"
362,EMOVO,HUBERT_ASR_LARGE,10,37.5,"[0.07112321 0.0681759  0.07805433 0.0995776  0.10592477 0.10456457
 0.1009301  0.10217753 0.09829475 0.08501802 0.08615926]"
363,EMOVO,HUBERT_ASR_LARGE,11,40.05102068185806,"[0.06515422 0.06161675 0.07042765 0.09034139 0.09522598 0.09299082
 0.09357883 0.09348925 0.09073595 0.07997637 0.08587246 0.08059035]"
364,EMOVO,HUBERT_ASR_LARGE,12,42.34693944454193,"[0.06156756 0.0579609  0.06596044 0.08059897 0.08730889 0.08544327
 0.08524321 0.08449836 0.08149735 0.07442882 0.08452417 0.07766017
 0.07330788]"
365,EMOVO,HUBERT_ASR_LARGE,13,36.22449040412903,"[0.05831542 0.05510978 0.06173231 0.07596257 0.08018066 0.07869304
 0.07892119 0.07899068 0.075463   0.0696799  0.07713303 0.07324426
 0.07116907 0.06540506]"
366,EMOVO,HUBERT_ASR_LARGE,14,38.77550959587097,"[0.05333431 0.05084146 0.05622717 0.06980866 0.07517255 0.07254374
 0.07422375 0.07546683 0.07279885 0.06581627 0.07603341 0.07001774
 0.06783729 0.06318969 0.05668825]"
367,EMOVO,HUBERT_ASR_LARGE,15,42.85714328289032,"[0.0504672  0.04835181 0.05430395 0.06504407 0.06891406 0.06878181
 0.06951646 0.06909069 0.06733444 0.06327062 0.07073762 0.06641293
 0.06606852 0.06197962 0.05601825 0.05370797]"
368,EMOVO,HUBERT_ASR_LARGE,16,42.602041363716125,"[0.0476231  0.04492677 0.05150901 0.06356922 0.06705564 0.06533043
 0.06617476 0.06639891 0.0623461  0.05950605 0.06790373 0.06376919
 0.06332804 0.05875655 0.05168745 0.05008787 0.05002718]"
369,EMOVO,HUBERT_ASR_LARGE,17,42.34693944454193,"[0.04317437 0.04240107 0.04859313 0.05858781 0.06155141 0.06092421
 0.06255072 0.06351092 0.05961865 0.05616472 0.0642222  0.06071751
 0.06233765 0.05744995 0.05172898 0.04865213 0.04870353 0.04911104]"
370,EMOVO,HUBERT_ASR_LARGE,18,46.683673560619354,"[0.04132071 0.04067129 0.04585082 0.05530107 0.0597578  0.05845165
 0.06018233 0.06077965 0.05658094 0.05430127 0.06015749 0.05782174
 0.05859174 0.05480505 0.04990087 0.04587224 0.04564477 0.04665901
 0.04734955]"
371,EMOVO,HUBERT_ASR_LARGE,19,45.40816396474838,"[0.0400571  0.0391889  0.0443959  0.05305052 0.05624031 0.05600036
 0.05731214 0.05640881 0.05305313 0.05117639 0.05640953 0.05533084
 0.05598325 0.05239473 0.04877136 0.04383612 0.0436438  0.04515333
 0.0456854  0.04590809]"
372,EMOVO,HUBERT_ASR_LARGE,20,44.897960126399994,"[0.03820837 0.03784848 0.04333513 0.05027283 0.05313956 0.0526464
 0.05300708 0.05267755 0.05009255 0.04873433 0.05479029 0.0525068
 0.05315115 0.04963335 0.04734352 0.04363805 0.04260706 0.04326221
 0.04413731 0.04446196 0.044506  ]"
373,EMOVO,HUBERT_ASR_LARGE,21,42.602041363716125,"[0.03630252 0.03634235 0.04159384 0.04792897 0.05023943 0.05077523
 0.05134106 0.05076659 0.04857233 0.04736537 0.05098125 0.05023307
 0.05141303 0.0480755  0.04629309 0.04104147 0.04034132 0.04095496
 0.04176805 0.04221158 0.04272512 0.04273381]"
